,price,grade,sqft_living,lat,sqft_living15,sqft_above,bathrooms,floors,bedrooms,sqft_basement,view
11459,324747.0,8,2060,47.3706,2370,2060,2.5,2.0,3,0,0
2729,627500.0,7,1560,47.6711,1890,1560,1.0,1.5,4,0,0
12434,299000.0,7,1390,47.7758,1440,1390,1.0,1.5,3,0,0
12131,305000.0,7,1660,47.4473,1250,1130,1.75,1.0,3,530,0
6699,453000.0,8,1510,47.6515,1350,1330,2.5,2.5,3,180,0
5931,480000.0,8,2732,47.3436,2720,1870,2.5,1.0,5,862,2
8607,400000.0,8,1600,47.5345,1410,1600,2.5,2.0,3,0,0
3076,606000.0,9,2110,47.5497,2520,2110,2.5,2.0,4,0,0
7332,435000.0,6,1050,47.5402,1410,930,1.0,1.0,3,120,0
4400,544300.0,7,1560,47.6707,1510,1560,1.75,1.0,4,0,0
10029,358000.0,7,2390,47.4639,1800,1270,2.5,1.0,5,1120,0
2727,628000.0,7,2280,47.6034,2240,1140,2.0,1.0,4,1140,0
12535,295000.0,7,1677,47.2957,2236,1677,2.5,2.0,4,0,0
3836,565000.0,7,2190,47.5158,1160,2190,1.5,2.0,4,0,0
36,975000.0,8,3050,47.6772,1890,1950,2.5,1.5,3,1100,0
4187,550000.0,7,1690,47.6814,1820,1400,2.75,1.5,4,290,0
9722,367000.0,7,810,47.6591,1820,810,1.0,1.0,3,0,0
15895,185000.0,7,1490,47.4835,1280,1490,1.0,1.0,4,0,0
7931,419950.0,7,2220,47.49,2220,2220,2.5,2.0,4,0,0
12778,289000.0,6,1090,47.494,1090,1090,1.0,1.0,3,0,0
12755,289950.0,7,2090,47.4107,1710,1050,1.75,1.0,4,1040,0
11357,325000.0,6,990,47.7125,1440,990,1.0,1.0,3,0,0
3708,572115.0,9,3230,47.3559,2980,3230,3.25,2.0,4,0,0
13976,257000.0,8,1740,47.3363,2030,1740,2.5,2.0,3,0,0
12608,293467.0,7,1590,47.54,1390,1590,2.0,3.0,4,0,0
9481,375000.0,8,2340,47.4431,2250,1460,2.5,1.0,3,880,0
4772,529000.0,6,1210,47.6571,1330,900,1.0,1.0,2,310,0
3820,566000.0,8,1900,47.5944,2220,1900,1.75,1.0,4,0,0
10477,348000.0,7,1730,47.4317,1730,1730,2.5,2.0,3,0,0
15854,189900.0,5,1000,47.297,1010,1000,1.0,1.0,2,0,0
15464,210000.0,7,1130,47.2986,1690,1130,1.5,1.0,4,0,0
5133,515000.0,7,2220,47.5822,1600,1390,2.0,1.5,5,830,0
1746,700000.0,9,2580,47.6895,3030,2580,2.5,2.0,4,0,0
4982,520000.0,6,950,47.687,1660,950,1.0,1.0,2,0,0
8380,405000.0,8,1520,47.6907,1520,1520,2.25,3.0,3,0,0
5205,510000.0,7,1390,47.6696,1710,930,1.0,1.0,2,460,0
14544,241500.0,8,2500,47.3137,2500,1830,2.5,1.0,4,670,0
7899,420000.0,6,1440,47.696,1280,720,1.0,1.0,3,720,0
4038,557000.0,7,1450,47.684,1450,950,1.5,1.0,2,500,0
3405,587750.0,7,890,47.6876,1330,890,1.0,1.0,2,0,0
3705,572500.0,9,2490,47.5355,2500,2490,2.5,2.0,3,0,0
3955,560000.0,7,1440,47.6741,1850,1440,1.0,2.0,3,0,0
3375,589500.0,8,2310,47.5644,2310,1730,3.25,2.0,3,580,0
3428,585000.0,7,1670,47.678,1750,1670,1.5,1.5,3,0,0
5483,500000.0,7,1370,47.6857,1590,1370,1.0,1.5,3,0,0
2507,643000.0,8,2518,47.5894,2280,2518,2.5,2.0,4,0,0
15827,190000.0,6,670,47.5546,1660,670,1.0,1.0,2,0,0
13288,275000.0,7,1820,47.397,1860,1450,2.25,1.0,3,370,0
210,910000.0,9,2720,47.6894,2870,2720,2.5,2.0,3,0,0
14419,245000.0,7,1340,47.3837,1300,1340,1.5,1.0,3,0,0
13781,262000.0,7,2020,47.2796,1940,2020,2.5,2.0,4,0,0
11391,325000.0,7,1580,47.3539,2070,1580,2.5,2.0,3,0,0
1670,703300.0,8,1980,47.6847,1760,1590,2.0,1.5,3,390,0
2320,653000.0,10,3040,47.5409,1820,3040,3.0,3.0,3,0,2
3495,582000.0,7,2120,47.6964,2070,1190,1.75,1.0,4,930,1
9060,386000.0,6,1550,47.5536,1150,1330,1.5,1.0,3,220,0
8255,410000.0,7,2160,47.5721,1260,1080,1.75,1.0,3,1080,0
11904,311000.0,7,1975,47.363,1975,1975,2.5,2.0,4,0,0
12925,285000.0,7,1900,47.3768,1690,1900,3.0,2.0,4,0,0
5250,509000.0,8,1930,47.6092,1840,1930,1.5,2.0,2,0,0
6329,466000.0,7,1880,47.7574,2020,1280,2.25,1.0,3,600,0
12591,294000.0,7,1670,47.4881,1010,1140,3.0,1.5,3,530,0
14896,230000.0,6,1080,47.459,1200,1080,1.0,1.0,2,0,0
484,845800.0,10,3020,47.6524,3120,3020,3.5,2.0,4,0,0
5479,500000.0,8,1440,47.6225,1440,1180,2.25,1.0,3,260,0
8665,399000.0,7,1120,47.7034,1470,1120,1.0,1.0,2,0,0
9425,375000.0,7,980,47.5589,1425,980,1.0,1.0,2,0,0
8097,415000.0,7,1640,47.5323,1200,1240,2.25,1.0,3,400,0
7300,436000.0,7,2495,47.7243,2490,2495,2.5,2.0,4,0,0
2640,635000.0,7,1340,47.6711,1470,1340,1.75,2.0,3,0,0
1250,745000.0,8,2170,47.7242,2170,2170,2.5,1.0,2,0,0
6778,450000.0,8,2400,47.4881,2400,2400,2.5,2.0,4,0,0
14622,240000.0,7,1300,47.3837,1630,1300,2.0,1.0,3,0,0
9942,360000.0,7,1560,47.4779,1720,1560,1.75,2.0,3,0,0
8314,406500.0,8,1510,47.6647,1740,1510,1.75,2.0,2,0,0
8875,392000.0,8,2600,47.4423,2550,2600,2.5,2.0,4,0,0
2303,655000.0,9,2570,47.7076,2460,2570,2.5,2.0,4,0,0
6662,455000.0,7,1270,47.6711,1510,1270,1.75,1.0,3,0,0
9534,373000.0,7,1770,47.5546,1500,1140,1.0,1.5,3,630,0
4244,550000.0,9,3148,47.3994,3000,3148,2.5,2.0,4,0,3
718,805000.0,7,2360,47.6729,1810,1660,1.75,2.0,4,700,0
11364,325000.0,6,620,47.7322,1400,620,1.0,1.0,2,0,0
16283,135000.0,5,780,47.305,880,780,1.0,1.0,2,0,0
14282,250000.0,7,1230,47.428,1510,1230,1.0,1.0,3,0,0
5716,490000.0,9,1980,47.6109,1950,1980,2.75,2.0,3,0,0
738,801000.0,9,3290,47.5573,3290,3290,3.5,2.0,4,0,0
5627,495000.0,7,1780,47.6977,1780,1230,2.25,1.0,3,550,0
4398,544500.0,7,2230,47.5816,1960,1450,2.5,1.0,4,780,0
8748,396000.0,7,1970,47.7489,1690,1220,1.75,1.0,4,750,0
6702,452950.0,8,1150,47.6684,1450,1020,2.5,2.0,3,130,0
8493,400000.0,8,1730,47.7149,1440,1730,1.75,1.0,3,0,0
15870,187300.0,6,1310,47.4982,1270,850,1.0,1.0,2,460,0
12037,308000.0,8,2020,47.4318,2820,2020,2.5,2.0,4,0,0
2770,625000.0,8,1600,47.6122,1540,1250,1.5,1.5,3,350,0
14680,238000.0,6,1240,47.4927,1140,1240,1.0,1.5,3,0,0
2329,652000.0,8,1470,47.6517,2200,1200,1.0,1.0,3,270,0
13162,278500.0,7,1940,47.3063,2060,1940,2.5,2.0,4,0,0
6505,460000.0,7,2008,47.5376,2040,1216,3.0,1.0,5,792,0
7897,420000.0,7,1200,47.6132,1330,800,1.75,1.0,2,400,0
1275,740000.0,10,3030,47.578,2850,3030,2.5,2.0,4,0,0
7109,440000.0,7,2260,47.6756,1950,1200,1.5,1.0,3,1060,0
5859,485000.0,8,1840,47.7767,1970,1340,2.5,1.0,3,500,1
12881,285000.0,7,1830,47.3679,1870,1830,2.25,2.0,4,0,0
2264,658100.0,9,2430,47.5714,2760,2430,2.5,2.0,4,0,0
318,880000.0,8,2070,47.5828,2630,2070,1.75,1.5,3,0,0
1536,715000.0,9,2550,47.5586,3180,2550,2.5,2.0,3,0,0
5526,499000.0,8,1720,47.6631,1720,1000,2.5,1.0,3,720,0
15374,213400.0,7,1150,47.4417,1760,1150,1.5,1.0,3,0,0
14307,249900.0,6,1140,47.5187,1110,1140,1.0,1.0,2,0,0
1369,730000.0,8,2030,47.6753,1980,1730,2.5,1.5,4,300,0
740,800500.0,8,1780,47.5931,2610,1780,2.5,1.0,4,0,0
11490,323000.0,7,2000,47.3511,1690,2000,2.75,2.0,4,0,0
1188,750000.0,9,3140,47.6361,2370,3140,2.25,2.0,4,0,0
14728,235000.0,6,1270,47.5351,1270,650,1.0,1.0,2,620,0
10349,350000.0,8,1900,47.4781,1850,1220,1.75,1.0,3,680,0
2527,640000.0,8,2360,47.6702,1730,2360,2.0,2.0,4,0,0
13272,275000.0,7,1910,47.37,1780,1000,2.0,1.0,3,910,0
3487,582800.0,8,2550,47.6471,2290,1440,2.75,1.0,4,1110,0
5227,510000.0,7,1600,47.6939,1580,990,2.0,1.0,3,610,0
12574,294999.0,7,1660,47.3635,1580,1660,2.5,2.0,4,0,0
8131,414000.0,8,3045,47.4386,3045,3045,3.0,2.0,5,0,0
7228,439000.0,9,1350,47.5591,1440,870,2.5,2.0,2,480,0
14736,235000.0,6,1900,47.4868,1370,950,1.75,1.0,3,950,0
7139,440000.0,7,1640,47.7751,1730,1640,1.75,1.0,3,0,0
6367,465000.0,6,900,47.5751,1000,900,1.5,1.5,3,0,0
4441,540000.0,8,2830,47.4868,2830,2830,2.75,2.0,4,0,0
14077,255000.0,6,1220,47.5727,1540,770,1.0,1.0,2,450,0
6346,465000.0,7,1460,47.6346,1610,1460,1.5,1.0,3,0,0
7690,425000.0,7,1440,47.5513,2020,870,2.0,1.0,2,570,0
5899,482500.0,9,1170,47.6875,1170,1170,2.5,2.0,2,0,0
3488,582500.0,7,1540,47.7044,1380,1020,2.0,1.0,2,520,0
16097,166950.0,6,1190,47.4616,1230,1190,1.0,1.0,3,0,0
4638,535000.0,8,2210,47.6938,1920,2210,2.5,2.0,3,0,0
9318,379400.0,7,2120,47.7172,1530,1060,1.75,1.0,4,1060,0
16118,165000.0,6,970,47.4688,1230,970,1.0,1.0,3,0,0
15398,212000.0,7,1060,47.2761,1420,1060,1.75,1.0,3,0,0
11301,325500.0,7,2290,47.4564,1840,1490,1.75,1.0,4,800,0
7048,443500.0,8,1920,47.7735,2220,1920,2.0,1.0,3,0,0
10631,344000.0,7,2130,47.7403,2310,1440,2.0,1.0,5,690,0
8205,410000.0,7,1970,47.6136,1510,1670,1.0,1.5,4,300,0
562,830000.0,9,3010,47.6387,2480,3010,2.25,1.0,4,0,0
13576,268000.0,7,1370,47.3338,1720,1370,1.75,1.0,3,0,1
8550,400000.0,8,1390,47.566,1390,1390,2.5,2.0,3,0,0
8460,402000.0,8,1970,47.7397,2640,1970,2.5,2.0,3,0,0
3702,572650.0,8,2250,47.7111,2110,2250,2.5,2.0,4,0,0
14666,239000.0,7,1510,47.3304,1510,1510,1.0,1.0,3,0,0
2407,650000.0,7,2120,47.6438,1620,1060,1.5,1.0,3,1060,0
4377,545000.0,8,2080,47.5703,2000,2080,2.5,2.0,4,0,0
3611,576250.0,7,1530,47.6755,1470,1260,1.75,2.0,2,270,0
5723,490000.0,9,3080,47.4473,2860,3080,2.5,2.0,3,0,0
4724,530000.0,8,2150,47.3376,2310,1330,2.0,1.0,4,820,2
2910,618000.0,9,2340,47.6059,1820,2340,2.5,2.0,3,0,0
12011,309780.0,8,2242,47.2583,2009,2242,2.5,2.0,3,0,0
5729,490000.0,9,2220,47.5304,2300,1640,2.0,2.0,3,580,0
3166,600000.0,8,1960,47.4947,2490,1290,2.5,1.0,4,670,1
5194,510000.0,7,1420,47.5356,2330,1420,2.0,1.0,3,0,0
12414,299800.0,8,2410,47.3229,2517,2410,2.5,2.0,4,0,0
14581,240000.0,7,1590,47.3628,1680,1190,1.75,1.0,3,400,0
15672,200000.0,6,830,47.4215,1300,830,1.0,1.0,2,0,0
11152,330000.0,7,1160,47.7419,1160,1160,1.0,1.0,3,0,0
2218,660000.0,7,1980,47.6597,1630,1980,3.25,3.0,3,0,0
1955,680000.0,8,1760,47.5355,1980,1460,1.75,1.0,3,300,0
5758,489950.0,8,2540,47.5492,1800,2540,2.5,2.0,3,0,0
11931,310000.0,8,2192,47.3644,1914,2192,2.25,2.0,4,0,0
11934,310000.0,6,870,47.52,990,870,1.0,1.0,2,0,0
1399,727500.0,8,2660,47.5829,2270,1940,2.0,1.5,3,720,3
12369,300000.0,8,2070,47.3551,2070,1690,2.25,1.0,3,380,0
10945,335000.0,7,1070,47.7315,1680,1070,1.0,1.0,2,0,0
11524,320900.0,8,1770,47.4087,2560,1770,2.0,1.0,3,0,0
3068,607000.0,7,1230,47.5822,2220,1230,1.0,1.0,3,0,0
10316,350000.0,7,1090,47.703,1540,1090,1.5,1.0,3,0,0
2234,660000.0,8,2210,47.6954,2230,2210,2.75,2.0,3,0,0
7634,426250.0,7,1610,47.5261,1430,1510,1.0,1.5,4,100,0
15822,190000.0,7,1370,47.4606,1370,1370,2.5,2.0,2,0,0
12889,285000.0,7,1800,47.1927,1970,1800,2.5,2.0,4,0,0
16195,153503.0,7,1240,47.3241,1400,1240,2.5,2.0,2,0,0
12245,301000.0,8,2420,47.3663,2690,2420,2.5,2.0,3,0,0
3817,566950.0,8,1730,47.6944,1830,1730,3.0,3.0,3,0,0
8341,405000.0,7,1500,47.75,1700,1500,2.5,2.0,3,0,0
1434,725000.0,9,2110,47.5836,1440,1710,2.0,2.0,4,400,0
16354,104950.0,6,1170,47.497,1820,1170,1.0,1.0,2,0,0
11017,334000.0,7,2000,47.349,1950,2000,2.25,2.0,3,0,0
12480,297500.0,8,2190,47.3131,2100,1250,2.5,1.0,4,940,0
10761,340000.0,8,2440,47.3655,2300,2440,2.75,2.0,5,0,0
14580,240000.0,7,1310,47.3739,1650,1310,1.0,1.0,3,0,0
13330,274950.0,8,1608,47.2582,2009,1608,2.5,2.0,3,0,0
3378,589000.0,7,1110,47.6496,1420,1110,1.0,1.5,3,0,0
2777,625000.0,7,1660,47.6296,1660,1660,1.75,2.0,3,0,0
6831,450000.0,8,2240,47.4999,1790,2100,2.75,2.0,3,140,0
428,855000.0,9,3420,47.5366,3310,2620,3.25,2.0,5,800,0
6408,464900.0,7,2020,47.7262,2030,1380,2.25,1.0,4,640,0
8573,400000.0,7,2510,47.5422,1270,1710,2.5,1.5,5,800,0
10892,336000.0,6,1180,47.7475,1180,1180,1.0,1.0,2,0,0
15898,185000.0,7,1370,47.2874,1710,1370,1.5,1.0,3,0,0
3478,583500.0,7,1720,47.6928,1760,1170,1.75,1.0,3,550,0
13267,275000.0,6,910,47.6929,1480,910,1.0,1.0,2,0,0
14027,255000.0,7,1140,47.2098,1140,1140,1.0,1.0,3,0,0
5181,511000.0,7,1250,47.6945,1250,1250,1.0,1.0,2,0,0
65,965000.0,9,3280,47.5504,3060,2050,2.75,1.0,5,1230,0
5474,500000.0,8,1310,47.6112,1320,1160,2.5,2.0,2,150,0
15654,200000.0,6,1010,47.4815,1290,1010,1.0,1.0,2,0,0
10080,356000.0,6,920,47.5484,1460,920,1.0,1.0,2,0,0
14016,255000.0,7,1110,47.422,1330,1110,1.5,1.0,3,0,0
2865,620000.0,8,1620,47.6948,1880,1280,1.5,1.0,3,340,0
7794,424000.0,8,2100,47.7521,1450,2100,2.0,2.0,4,0,0
12210,303000.0,7,1400,47.7222,1430,1400,1.5,3.0,2,0,0
11347,325000.0,7,1950,47.4999,1760,1330,1.75,1.0,4,620,0
1691,700000.0,7,1680,47.6663,1710,1680,1.0,1.5,4,0,0
9338,378510.0,7,770,47.5459,1260,770,1.0,1.0,2,0,0
1421,725000.0,8,2350,47.5634,2220,1720,1.75,1.0,4,630,0
16212,150000.0,7,1310,47.2958,1310,960,1.0,1.0,3,350,0
15242,219000.0,7,1200,47.268,1200,1200,1.5,1.0,3,0,0
819,792000.0,10,3100,47.6858,3140,3100,2.75,2.0,4,0,0
13283,275000.0,7,2000,47.374,1490,1010,1.75,1.0,4,990,0
11610,320000.0,7,3130,47.3828,3020,3130,2.5,2.0,4,0,0
16310,125000.0,5,810,47.5033,1040,810,1.0,1.0,2,0,0
16029,175000.0,6,660,47.5664,1000,660,1.0,1.0,2,0,0
12291,300000.0,7,1640,47.4016,1850,1640,2.5,2.0,3,0,0
5766,489500.0,8,2730,47.7327,2430,2000,3.5,2.0,4,730,0
8658,399000.0,8,1520,47.7176,1360,1520,3.0,3.0,3,0,0
1285,740000.0,9,3000,47.535,3140,3000,2.5,2.0,4,0,0
9661,369950.0,7,2050,47.5002,2480,2050,2.5,2.0,4,0,0
4303,549000.0,9,1380,47.6654,1430,1380,2.5,3.0,2,0,0
5001,520000.0,7,1340,47.697,1380,890,1.0,1.0,2,450,0
1941,680000.0,9,2520,47.5524,2910,2520,2.5,2.0,4,0,0
1091,760000.0,9,3220,47.688,3150,3220,2.5,2.0,4,0,0
14011,255000.0,6,1160,47.5097,1300,1160,1.0,1.0,3,0,0
73,960000.0,7,2460,47.6343,2860,1230,1.75,1.0,3,1230,0
15145,222000.0,7,1310,47.3683,1710,1310,1.5,1.0,3,0,0
7038,445000.0,7,2470,47.514,2470,2470,2.5,2.0,3,0,0
4192,550000.0,7,980,47.5908,2100,980,1.0,1.0,3,0,0
13171,278000.0,7,1590,47.4291,1590,1170,2.25,1.0,3,420,0
8544,400000.0,7,1300,47.593,2440,1300,1.0,1.0,3,0,0
8421,403504.0,6,1060,47.6562,1790,950,1.0,1.0,4,110,0
4387,545000.0,7,2340,47.5017,1490,1280,1.5,1.0,2,1060,0
5117,515000.0,8,1640,47.5484,2110,1640,2.25,1.0,3,0,0
13406,272000.0,7,1040,47.5078,1560,580,0.75,1.0,1,460,1
12159,305000.0,7,1680,47.1959,2080,1680,2.0,1.0,3,0,0
12506,295500.0,7,1330,47.4605,1320,1000,1.75,1.0,3,330,0
12386,299950.0,7,1940,47.473,2000,1300,1.5,1.0,3,640,0
10184,354000.0,8,2340,47.3773,2420,2340,2.5,2.0,4,0,0
3963,560000.0,8,1560,47.5812,1550,1180,3.5,2.0,3,380,0
6192,472000.0,8,1180,47.6381,1180,1180,2.5,3.0,3,0,0
14823,234000.0,6,1140,47.4452,1250,1140,1.5,1.5,3,0,0
1110,756000.0,9,2730,47.5414,3090,2730,2.5,2.0,4,0,0
4414,543000.0,8,1540,47.6498,1500,1540,2.5,3.0,3,0,0
8170,412000.0,8,1553,47.7049,1509,1553,2.5,3.0,3,0,0
14873,230000.0,7,1120,47.5112,1120,1120,1.0,1.0,3,0,0
1825,690000.0,9,2480,47.6399,2160,1890,2.75,1.5,3,590,0
3146,601000.0,8,2160,47.6103,1230,1660,3.5,2.0,4,500,0
6133,475000.0,7,1910,47.7396,2210,1210,1.75,1.0,4,700,0
13797,261500.0,8,2460,47.3081,2210,1500,2.5,1.0,4,960,0
144,932800.0,9,2980,47.6919,1670,2980,3.25,2.5,5,0,0
9849,362865.0,8,2245,47.3555,2530,2245,2.5,2.0,4,0,0
9924,360000.0,7,1120,47.7267,1320,1120,1.0,1.0,3,0,0
3514,580000.0,8,1850,47.6871,1450,1150,1.75,1.0,3,700,0
14539,242000.0,7,1580,47.4807,1330,790,1.75,1.0,3,790,0
11585,320000.0,7,2130,47.4068,2000,1500,2.5,1.0,4,630,0
15700,199950.0,7,1550,47.3098,1760,1550,1.75,1.0,3,0,0
12573,295000.0,8,1810,47.4088,1850,1810,2.5,2.0,4,0,0
9049,386380.0,7,1720,47.6856,1720,1720,2.5,2.0,3,0,0
8377,405000.0,7,1960,47.5415,2320,1960,2.5,2.0,3,0,0
1830,690000.0,7,1300,47.6838,1400,1300,2.5,1.5,3,0,0
9818,364950.0,7,2520,47.3522,2260,1850,2.25,2.0,3,670,0
4181,550000.0,7,2080,47.572,1340,1040,2.5,1.0,4,1040,0
7988,417500.0,6,1330,47.6901,1200,850,1.0,1.0,2,480,0
1219,749000.0,7,1580,47.684,1280,1580,1.0,1.5,3,0,0
12935,285000.0,7,1490,47.4973,1000,1010,1.5,1.0,3,480,0
9450,375000.0,6,760,47.646,1360,760,1.0,1.0,2,0,0
8470,402000.0,7,1510,47.7651,1480,1510,1.75,1.0,4,0,0
11387,325000.0,7,1400,47.7726,1560,1400,1.0,1.0,2,0,0
11502,322500.0,7,1160,47.7429,1160,1160,1.0,1.0,3,0,0
5082,515000.0,8,1440,47.5688,1900,1440,2.5,1.0,3,0,0
14285,250000.0,5,750,47.6938,920,750,1.0,1.0,2,0,0
594,825000.0,8,1820,47.6259,2050,1820,1.0,2.0,4,0,0
12810,287500.0,8,2030,47.3185,1720,1360,2.25,1.0,3,670,0
13834,260000.0,8,1811,47.454,1811,1811,2.5,2.0,4,0,0
4914,525000.0,7,1560,47.6729,1870,1220,1.5,1.0,3,340,0
5848,485000.0,7,1950,47.7282,2340,1950,1.75,1.0,3,0,0
11085,330675.0,7,1930,47.7457,1930,1200,3.0,1.0,4,730,0
11135,330000.0,7,2220,47.5188,1930,1330,2.25,1.0,3,890,0
11709,316000.0,7,1270,47.7567,1300,1270,0.75,1.0,3,0,0
9478,375000.0,7,1770,47.5263,1230,1770,2.5,2.0,3,0,0
5792,487600.0,8,2340,47.7325,2200,2340,2.5,2.0,4,0,0
15321,215000.0,6,880,47.1963,1020,880,1.0,1.0,3,0,2
15701,199950.0,7,1010,47.3338,1300,1010,1.0,1.0,3,0,0
10895,336000.0,7,1790,47.4958,1740,1190,3.0,1.0,3,600,0
81,957000.0,9,2370,47.6718,1690,1750,3.0,2.0,4,620,0
7412,433500.0,7,1230,47.6839,1570,780,1.0,1.0,3,450,0
532,835000.0,8,1570,47.68,1760,1570,2.0,1.5,3,0,0
958,775000.0,9,3020,47.5714,2280,2360,2.5,2.0,3,660,0
472,850000.0,8,2450,47.6536,2280,1340,1.75,1.0,3,1110,0
2290,655000.0,8,2060,47.5605,2180,1440,2.25,1.0,4,620,0
11584,320000.0,6,1780,47.727,1410,1780,1.0,2.0,3,0,0
12550,295000.0,6,1050,47.4727,1320,1050,1.75,1.5,2,0,2
2899,619000.0,8,2300,47.678,1670,1550,2.0,1.5,4,750,0
3954,560000.0,9,2020,47.632,2410,2020,2.5,1.0,3,0,0
4403,544000.0,8,2340,47.5451,2950,1930,2.5,2.0,4,410,0
9952,360000.0,7,1570,47.7683,1570,1570,1.0,1.0,3,0,0
11266,327500.0,7,1070,47.5427,1390,1070,1.0,1.0,3,0,0
4721,530000.0,7,2280,47.6871,1680,1540,2.75,1.5,4,740,0
5888,483945.0,6,1480,47.558,1090,840,1.75,1.0,2,640,0
15084,225000.0,6,960,47.4944,1090,960,1.0,1.0,3,0,0
10056,357186.0,8,1210,47.5519,1210,1210,1.75,2.0,2,0,0
5651,494000.0,7,1290,47.6877,1640,1290,1.0,1.0,2,0,0
14540,242000.0,7,2240,47.5089,1080,1120,1.0,1.0,4,1120,0
8019,416000.0,8,1800,47.7188,1650,1800,2.5,2.0,3,0,0
4738,530000.0,8,1264,47.6694,1264,1264,2.25,2.0,3,0,0
8638,399950.0,8,2350,47.3507,2190,2350,2.5,2.0,4,0,0
8817,395000.0,7,1600,47.5629,1600,1600,2.5,2.0,3,0,0
4995,520000.0,7,1700,47.6767,1880,1060,2.75,1.0,3,640,0
3724,571000.0,8,2140,47.5357,2280,1960,2.5,2.0,3,180,0
1264,742000.0,9,1540,47.6177,1540,1540,3.25,3.0,3,0,0
4600,535000.0,7,2330,47.7607,1850,1390,1.75,1.0,3,940,0
8295,408000.0,8,1950,47.431,2310,1950,2.25,1.0,3,0,0
12675,290000.0,6,1560,47.4927,1480,1560,2.0,2.0,4,0,0
6011,479000.0,8,1470,47.6171,1720,1470,1.75,1.0,3,0,0
8067,415000.0,7,2520,47.5814,1460,1510,2.25,1.5,4,1010,0
4374,545000.0,8,2040,47.6347,2050,2040,2.5,2.0,4,0,0
1272,740000.0,8,2560,47.686,2600,1480,2.75,1.0,4,1080,0
4087,555000.0,7,1780,47.6859,1690,1080,1.5,1.0,2,700,0
12141,305000.0,7,2160,47.4702,2070,1360,1.0,1.0,2,800,0
1897,685000.0,7,1570,47.6413,1580,1570,1.0,2.0,3,0,0
13021,280000.0,6,940,47.7657,940,940,1.0,1.0,3,0,0
16082,169000.0,8,1720,47.3731,1970,1720,1.75,1.0,3,0,0
12231,302000.0,7,1600,47.6028,1310,1600,1.0,2.0,3,0,0
1458,723000.0,8,1960,47.6076,2160,1290,2.25,1.0,4,670,0
14670,239000.0,7,1470,47.2026,1430,1470,1.75,1.0,3,0,0
14768,235000.0,8,1770,47.3074,2070,1250,2.75,1.0,4,520,0
9675,369000.0,8,980,47.5874,980,670,2.5,2.0,2,310,0
15694,199950.0,6,840,47.3277,840,840,1.0,1.0,3,0,0
3585,578888.0,7,1060,47.6626,1310,1000,2.0,1.0,2,60,0
715,805000.0,9,3320,47.5862,3060,3320,2.5,2.0,5,0,0
14042,255000.0,7,1430,47.5116,1900,1430,1.0,1.0,3,0,0
13955,257500.0,7,1530,47.3146,1770,1070,1.75,1.0,3,460,0
1118,755000.0,9,3110,47.7011,3090,3110,2.5,2.0,4,0,0
13096,280000.0,7,1160,47.6339,1280,920,1.0,1.0,3,240,0
7811,423000.0,7,1830,47.7654,1840,1830,1.0,1.0,3,0,0
6311,467000.0,8,1140,47.6713,1220,1140,2.5,3.0,2,0,0
2316,653500.0,8,1680,47.6372,2060,1120,2.5,2.0,2,560,0
8776,395000.0,7,2060,47.6028,1830,1070,1.75,1.0,4,990,0
7856,420000.0,8,2630,47.5065,2240,1670,3.0,2.0,5,960,0
14165,251000.0,7,1650,47.3617,1510,1650,2.0,1.0,3,0,0
11091,330000.0,5,720,47.5267,1760,720,1.0,1.0,2,0,0
13363,273000.0,6,1540,47.4451,1540,1540,1.75,2.0,3,0,0
6512,460000.0,7,1140,47.6897,1370,1140,1.0,1.0,3,0,0
13462,270000.0,6,1260,47.772,1340,840,1.75,1.0,3,420,0
4292,549500.0,8,1620,47.703,2040,1620,1.75,1.0,3,0,0
11702,316475.0,7,1740,47.3686,1950,1740,2.5,2.0,4,0,0
2636,635000.0,7,2620,47.6846,2280,2620,2.5,2.0,3,0,0
11620,319990.0,7,2120,47.4217,1990,2120,2.5,2.0,4,0,0
15850,190000.0,6,1200,47.3262,1160,1200,1.0,1.0,3,0,0
1864,689800.0,7,1370,47.6492,1730,1090,1.75,1.0,2,280,0
11977,310000.0,7,1740,47.7458,1580,1740,1.0,1.5,4,0,0
11115,330000.0,7,1960,47.5417,1760,1750,2.25,2.0,3,210,0
12205,303210.0,8,2009,47.2577,2009,2009,2.5,2.0,4,0,0
1145,750500.0,8,2170,47.6724,2070,1450,3.0,1.5,5,720,0
4981,520000.0,8,2190,47.5693,2130,2190,3.0,2.0,4,0,0
14705,237000.0,6,920,47.7114,1300,920,1.0,1.0,3,0,0
14616,240000.0,7,1290,47.4853,1770,1020,1.5,1.0,3,270,0
6817,450000.0,8,1540,47.6207,1990,1540,1.75,1.0,3,0,0
8542,400000.0,7,1040,47.5526,1770,1040,1.0,1.0,3,0,0
10909,335500.0,6,1370,47.7156,1450,1370,1.0,2.0,3,0,0
14094,254000.0,6,1160,47.45,1160,1160,1.0,1.0,3,0,0
6975,445500.0,6,1390,47.6914,920,720,1.75,1.0,2,670,0
13215,276000.0,7,870,47.7048,1440,870,1.0,1.0,3,0,0
5900,482500.0,7,1450,47.6184,1510,980,2.25,2.0,3,470,0
1835,690000.0,8,1770,47.6102,1890,1770,2.0,3.0,3,0,0
5149,514000.0,7,1770,47.6642,2250,1770,2.0,1.0,3,0,0
9543,372500.0,8,1920,47.4544,1890,1920,2.25,1.0,4,0,0
